1500422810.314001,1,1.0
1500424621.830188,2,2.0
1500426427.813646,3,2.0
1500428229.500443,4,2.0
1500430047.38282,5,7.0
1500431843.839628,6,6.0
1500433656.108355,7,11.0
1500435475.890031,8,20.0
1500437328.859261,9,46.0
1500439155.865173,10,77.0
1500440988.259259,11,128.0
1500442819.913702,12,206.0
1500444644.992583,13,195.0
1500446432.62066,14,184.0
1500448304.754137,15,284.0
1500450133.030911,16,359.0
1500451975.054517,17,392.0
1500453764.935408,18,344.0
1500455735.549321,19,398.0
1500457476.393645,20,362.0
1500459315.894191,21,406.0
1500461223.486624,22,467.0
1500462961.372147,23,346.0
1500464757.093309,24,322.0
1500466648.72125,25,427.0
1500468502.135924,26,433.0
1500470372.748437,27,418.0
1500472248.7342,28,401.0
1500474128.693159,29,397.0
1500476038.453033,30,441.0
1500477854.633057,31,449.0
1500479661.345276,32,456.0
1500481517.754286,33,411.0
1500483289.030445,34,389.0
1500485102.275276,35,447.0
1500487016.476834,36,370.0
1500488760.353105,37,399.0
1500490617.572628,38,359.0
1500492502.813845,39,430.0
1500494230.401468,40,342.0
1500496281.467032,41,485.0
1500498033.611922,42,410.0
1500499776.344668,43,358.0
1500501630.089683,44,303.0
1500503418.759084,45,363.0
1500505304.776415,46,397.0
1500507050.740057,47,358.0
1500508987.949124,48,439.0
1500510738.945941,49,396.0
1500512707.16105,50,467.0
1500514397.649058,51,381.0
1500516221.333001,52,394.0
1500518108.531988,53,435.0
1500520006.789761,54,553.0
1500521722.135319,55,378.0
1500523603.60833,56,413.0
1500525447.981605,57,480.0
1500527191.39447,58,359.0
1500529121.208862,59,425.0
1500530916.897547,60,413.0
1500532706.476262,61,310.0
1500534609.409681,62,415.0
1500536505.619015,63,522.0
1500538318.356163,64,451.0
1500540121.044015,65,414.0
1500542025.244123,66,495.0
1500543778.002046,67,423.0
1500545634.484897,68,470.0
1500547306.387569,69,239.0
1500549183.689893,70,349.0
1500551186.135099,71,472.0
1500552855.863168,72,395.0
1500554667.576749,73,381.0
1500556500.595072,74,375.0
1500558372.43898,75,398.0
1500560294.499309,76,477.0
1500562107.34555,77,408.0
1500563978.36827,78,499.0
1500565773.881782,79,396.0
1500567673.807595,80,404.0
