1500422810.314001,1,4.0
1500424621.830188,2,8.0
1500426427.813646,3,7.0
1500428229.500443,4,6.0
1500430047.38282,5,11.0
1500431843.839628,6,11.0
1500433656.108355,7,20.0
1500435475.890031,8,28.0
1500437328.859261,9,71.0
1500439155.865173,10,201.0
1500440988.259259,11,279.0
1500442819.913702,12,401.0
1500444644.992583,13,399.0
1500446432.62066,14,346.0
1500448304.754137,15,427.0
1500450133.030911,16,424.0
1500451975.054517,17,420.0
1500453764.935408,18,415.0
1500455735.549321,19,444.0
1500457476.393645,20,442.0
1500459315.894191,21,446.0
1500461223.486624,22,864.0
1500462961.372147,23,476.0
1500464757.093309,24,411.0
1500466648.72125,25,677.0
1500468502.135924,26,791.0
1500470372.748437,27,709.0
1500472248.7342,28,428.0
1500474128.693159,29,454.0
1500476038.453033,30,746.0
1500477854.633057,31,752.0
1500479661.345276,32,837.0
1500481517.754286,33,450.0
1500483289.030445,34,559.0
1500485102.275276,35,842.0
1500487016.476834,36,484.0
1500488760.353105,37,461.0
1500490617.572628,38,441.0
1500492502.813845,39,864.0
1500494230.401468,40,428.0
1500496281.467032,41,864.0
1500498033.611922,42,447.0
1500499776.344668,43,476.0
1500501630.089683,44,437.0
1500503418.759084,45,433.0
1500505304.776415,46,518.0
1500507050.740057,47,419.0
1500508987.949124,48,846.0
1500510738.945941,49,428.0
1500512707.16105,50,832.0
1500514397.649058,51,428.0
1500516221.333001,52,518.0
1500518108.531988,53,822.0
1500520006.789761,54,864.0
1500521722.135319,55,428.0
1500523603.60833,56,442.0
1500525447.981605,57,799.0
1500527191.39447,58,479.0
1500529121.208862,59,806.0
1500530916.897547,60,480.0
1500532706.476262,61,460.0
1500534609.409681,62,479.0
1500536505.619015,63,860.0
1500538318.356163,64,849.0
1500540121.044015,65,500.0
1500542025.244123,66,826.0
1500543778.002046,67,459.0
1500545634.484897,68,827.0
1500547306.387569,69,398.0
1500549183.689893,70,451.0
1500551186.135099,71,859.0
1500552855.863168,72,424.0
1500554667.576749,73,435.0
1500556500.595072,74,421.0
1500558372.43898,75,431.0
1500560294.499309,76,864.0
1500562107.34555,77,484.0
1500563978.36827,78,839.0
1500565773.881782,79,443.0
1500567673.807595,80,536.0
